chroma_stft,spec_contrast,tonnetz,spectral_bandwidth,zero_crossing_rate,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,id
0.56338906,16.03605339541125,-0.0018073177383877616,2431.6575046233365,0.4465945792597765,7816.191842702514,-326.04248,-36.191254,-42.77255,16.137812,-12.9213705,32.48683,-22.63285,11.436531,-9.285819,13.550008,-4.672384,28.39356,-12.113491,14.135139,-4.4220867,10.894934,-5.9223266,12.826292,-14.136836,9.426953,-5.5446362,16.97773,-1.0230414,3.521441,-5.074844,6.1919627,-5.6213026,6.984129,-6.47834,7.1609445,-3.5222876,8.36885,-2.6547856,2.5309875,-4.234865,2.6263342,-1.8275095,3.387719,-2.480119,4.5809197,id20052025002016
0.5699825,15.904338210546488,0.004657714362088749,2432.238865729693,0.4459438981681034,7791.306910021552,-325.20215,-36.691486,-43.810467,15.393799,-13.204079,31.621492,-22.770937,11.526989,-9.36262,13.304613,-6.023039,26.4068,-11.99432,14.07574,-4.417787,10.412085,-5.755432,13.198636,-14.182474,9.711544,-5.0068035,16.326944,-1.9566598,4.24737,-4.500217,6.8176417,-4.885713,5.9101114,-7.5935435,6.041626,-4.9335375,7.4652452,-2.9065435,2.2850895,-4.0257363,2.266057,-1.5868353,3.7379372,-2.57977,4.45422,id20052025002020
0.5614148,15.841054415147005,0.008357610776805751,2431.2480253478116,0.44759023655726254,7848.190904329609,-327.5195,-38.293766,-44.1343,14.378783,-13.721373,31.476152,-22.812597,12.116897,-9.295203,12.83211,-5.453701,27.26886,-12.312484,14.077135,-5.7599807,10.563691,-6.389782,11.462675,-16.315552,8.019275,-6.218541,16.041185,-1.746015,2.9048455,-4.963655,5.833663,-5.4822226,6.9571896,-7.30263,5.685696,-4.735269,7.996991,-2.9012299,2.75542,-3.5122235,3.1171687,-1.49053,3.6632843,-2.8546748,4.5761747,id20052025002021
0.55673695,15.900418231912541,0.007631741545086616,2440.2036669668537,0.444977986878453,7807.630136395028,-324.62378,-36.30109,-43.429157,15.304735,-12.242514,31.94897,-21.8583,10.631482,-9.199785,12.599831,-6.0460234,26.828394,-11.347872,14.360118,-4.6374154,9.405746,-7.1731114,11.895009,-14.549472,8.668102,-5.924393,15.43787,-1.9540788,2.5982227,-5.437358,6.673573,-5.0286283,6.276787,-7.493966,5.4748917,-4.3920784,7.876969,-2.1271548,2.0424466,-4.6383605,2.3599513,-1.665728,3.5452003,-2.5546734,4.343998,id20052025002022
0.574789,16.04770023676965,0.0039968993340693815,2448.9972098340004,0.4478732638888889,7830.4296875,-322.9455,-34.326633,-40.849503,16.476091,-12.5264,31.741827,-22.939188,10.349269,-10.929167,12.615016,-7.0178432,26.516375,-12.021664,14.393723,-3.9712458,10.908819,-6.365217,12.132687,-14.370123,9.26914,-5.28876,15.532821,-2.6135633,2.8433475,-4.752657,6.988559,-5.0867844,6.069941,-6.884272,6.9362745,-3.8931272,7.9432454,-2.0015972,3.0081859,-3.2898533,2.6762488,-1.9996302,3.3615556,-4.0053487,4.262899,id20052025002030
0.56221414,15.962543073527897,0.006789934283313104,2453.3784127054205,0.4477484809027778,7828.7548828125,-325.7023,-35.220627,-41.74949,16.024618,-11.71311,33.242706,-21.330603,11.390721,-9.441979,14.3149605,-5.279151,27.86311,-12.016062,14.0653715,-4.8149166,9.671973,-7.0600166,12.208261,-13.976883,8.884113,-6.1806655,15.983369,-2.088133,4.046852,-4.444585,6.2423654,-5.9235215,5.6541185,-7.275309,5.9607964,-4.47393,7.7477846,-2.8479834,2.5029929,-4.3025365,2.9908922,-1.9540626,4.2741528,-2.8693511,4.02931,id20052025002031
0.5550444,15.951180274824097,0.007766789621073592,2456.701975381782,0.4436573093220339,7823.973781779661,-325.7899,-35.17155,-42.308075,15.863485,-12.265705,32.755165,-21.339409,11.989411,-8.509654,14.759108,-5.0052085,28.8355,-10.636966,15.232976,-4.2542844,10.625597,-6.151746,12.465961,-13.736449,8.811418,-5.97083,16.253443,-1.4777168,4.6420145,-4.153761,6.9778137,-5.588109,6.3167944,-7.011229,6.592381,-3.9846654,7.224404,-3.3479176,2.6847959,-3.8970466,2.8133647,-2.1356902,3.7635574,-3.5277672,4.3624215,id20052025002032
0.56038177,15.97343006657304,0.006461996979859714,2452.1993000158454,0.4456262002444134,7836.642370810056,-324.2514,-35.52867,-42.044,16.787832,-11.560205,32.713623,-21.456594,10.828734,-8.920349,14.364737,-5.168046,27.764933,-11.863352,14.52092,-4.1672244,10.640528,-6.2928653,12.991975,-14.091727,9.5413265,-5.365465,16.879267,-1.252916,4.089142,-4.8153377,5.891978,-5.395171,6.2212315,-6.7313848,6.629115,-3.5645466,7.2046347,-3.4636905,2.3004997,-3.9406953,2.827381,-1.4082721,2.876859,-4.3743834,4.1987486,id20052025002035
0.57538426,15.766767203850799,0.005448051191293486,2462.545732349723,0.4088941429093567,7691.509046052632,-270.30865,-34.12122,-49.442715,23.315739,-6.390796,35.21954,-8.97294,9.098587,-12.189599,19.39008,0.08968786,21.349045,-12.096715,13.216682,-7.099167,12.098015,-5.33622,15.193304,-18.390123,8.5113945,-6.793806,9.3214445,1.9300418,5.2173767,-8.231865,7.1858683,-7.368663,8.714784,-3.9019775,5.594122,-4.7601147,1.6052175,-1.9597553,1.8975441,-2.990139,2.0073912,-2.1359913,1.7422775,-3.383353,2.5283034,id20052025002038
0.55785257,15.987555099084192,-0.006117289267692797,2458.3921177182656,0.44800901948735955,7820.907764220506,-323.83994,-35.174747,-41.58479,18.248747,-8.842506,34.450806,-20.848501,12.760677,-8.73085,14.034697,-4.437714,28.671694,-11.709357,14.576031,-3.6948824,9.522987,-6.3646116,14.248795,-13.976534,10.637252,-5.955845,16.123665,-2.4697933,3.6028786,-4.6125,6.923304,-4.2609587,7.415678,-7.2908306,7.1093354,-3.2261064,7.884952,-3.1749666,1.8845094,-3.7163148,3.1648436,-1.3428959,4.0665727,-3.3350997,3.5829537,id20052025002045
0.54321307,15.68972597502895,0.015000588242818122,2463.9502841478875,0.41540648205445546,7717.841120049505,-257.65622,-32.339523,-44.858944,22.037603,-6.7560177,32.817635,-10.452125,8.996592,-12.602243,16.556648,0.15402845,17.910515,-12.225061,11.357942,-7.0692706,11.182894,-5.5130258,17.86945,-18.745186,11.376808,-4.300542,3.8768044,0.79616857,2.7493603,-6.3898196,11.536048,-6.701011,7.624302,-2.1510692,4.0905237,-3.5499494,5.199519,-0.774211,3.1759982,-2.3323824,1.4508244,-3.2413216,1.6893142,-4.008055,1.0469096,id21062025004000
0.5530827,15.985041537872657,0.029672785116440566,2468.5376794145113,0.43677715226715685,7807.68612132353,-304.87582,-31.130753,-40.399956,15.77933,-9.77161,34.314342,-19.312067,15.34895,-9.970995,13.461131,-6.1396384,27.849289,-11.487975,13.784206,-1.2877367,7.988493,-5.9327927,18.39213,-14.635361,11.349625,-2.5427165,16.127647,-0.16108136,2.4928834,-5.8530526,4.6524167,-5.1972885,11.316956,-3.4894094,7.1491446,-5.491812,6.1906104,-3.3102918,6.178765,-3.6188202,1.6413103,-3.2360315,4.0165615,-3.6890025,4.2599974,id21062025004001
0.58392006,15.865407708440214,0.023000546344014577,2498.196225046337,0.4239547164351852,7749.560546875,-292.6975,-22.249279,-37.797554,16.890724,-9.894427,32.78334,-20.582748,11.965664,-13.523321,11.502642,-7.7452903,25.631773,-12.736377,13.111902,-1.7486298,8.933526,-5.1015387,18.569761,-13.828882,10.270746,-3.7320645,15.849341,-0.30062717,3.2453272,-5.41168,4.4579635,-4.9964075,11.671698,-3.8348258,5.9167886,-6.19388,6.3029857,-3.2007508,6.7413526,-2.3255534,1.6452286,-5.251269,3.790404,-3.5364513,4.3588605,id21062025004003
0.58135456,15.911311902805473,0.027363550283724763,2458.9495142944393,0.4339028454701835,7780.40065940367,-302.76093,-31.548632,-42.267445,14.730117,-11.608933,33.07432,-18.66539,14.379711,-10.083984,14.155358,-4.4403663,27.453558,-11.296208,13.914373,-1.6194056,6.863382,-6.646832,17.925777,-14.266153,10.583149,-3.1407685,15.133854,0.062941514,2.4294832,-6.31717,4.244936,-4.299097,11.037383,-4.871554,7.3961515,-4.232501,5.9027863,-3.9711037,6.0274973,-3.4791832,1.0899569,-2.7991958,5.1044254,-3.0015378,3.7064235,id21062025004005
0.5503679,15.473701385042832,0.01066023728623599,2480.0014644405965,0.4068580483490566,7666.226599351415,-251.66989,-27.287012,-45.250248,19.781574,-9.49093,30.408108,-12.089117,8.470227,-13.034207,15.977523,-0.57543725,15.574165,-13.647878,11.688408,-7.459592,10.678827,-5.9924045,16.532549,-18.677721,11.241172,-4.1050086,4.508251,2.7771971,4.99922,-5.017276,11.863336,-5.28869,8.319,-2.8657467,4.049825,-4.2468615,4.710554,-1.0910436,3.9095652,-2.6514351,1.0615739,-3.9320843,1.9279478,-2.8380165,1.5102061,id21062025004006
0.5831696,15.963013560725573,0.023121941346416267,2475.8222659435874,0.4349841889880952,7760.56640625,-299.08798,-27.574188,-39.68576,15.871173,-10.708609,32.6705,-20.212755,13.764994,-9.461077,14.488997,-5.356765,26.152023,-11.655319,13.787789,-1.7262985,6.620844,-5.8785205,18.014435,-12.726619,10.390401,-3.061718,15.426216,0.6087987,3.3944016,-4.621758,4.5292597,-4.5398517,12.2136545,-3.815748,6.77551,-5.8643126,5.583834,-3.8471162,6.0538306,-2.9730093,1.3734975,-3.4769857,5.1946807,-2.9813921,3.3115304,id21062025004007
0.5699758,15.553650098792644,0.021570821191008303,2503.9389444042,0.4026032561188811,7621.248087849651,-242.52036,-19.982294,-41.31644,20.488575,-10.36694,30.52833,-10.958371,9.180011,-13.931892,13.483609,-3.6847696,14.41376,-13.945302,10.762062,-8.233013,9.393901,-7.773106,14.831524,-19.398407,9.86993,-5.6450543,4.3484178,1.497552,2.5317805,-6.9566064,11.192291,-6.3367248,7.659375,-2.5693212,4.5480776,-4.277288,5.7181516,0.5381637,4.2356725,-2.4245746,1.5639127,-2.4560244,2.502475,-2.983395,0.8764738,id21062025004008
0.55939335,15.714951732926771,0.016284808100424233,2461.6482105149553,0.4098426748853211,7683.600021502293,-257.7688,-31.333406,-47.130493,19.345587,-8.941441,31.331196,-11.183888,10.142522,-12.473471,15.46815,-0.254658,17.384777,-11.840969,12.574507,-6.9977427,10.707089,-6.1891265,15.978199,-18.995441,10.285109,-4.3531394,5.503631,3.3049288,4.4864435,-5.42646,11.358118,-5.791497,7.8772993,-2.5421484,4.272481,-4.2994537,5.3309336,-0.18974358,3.5316606,-2.6907303,0.89784557,-3.1755388,2.0878766,-2.6238787,1.2641133,id21062025004009
0.57387996,16.11932102941182,0.027372093765586584,2472.5767570363614,0.4364428038990826,7791.463589449541,-301.5251,-29.527657,-39.46503,16.404852,-10.012103,33.22255,-19.335659,13.380852,-10.108075,13.547402,-4.996856,27.087954,-11.601261,13.153446,-2.5076673,5.831192,-6.3403726,17.48506,-14.313457,9.929127,-2.506155,16.553038,1.2489277,3.0914502,-5.3044844,3.3571043,-4.8767314,11.552529,-3.2096636,7.0615687,-4.56806,6.0512094,-3.3892758,5.9889803,-2.676285,1.2906711,-2.768458,4.961901,-3.1365104,3.9699428,id21062025004011
0.55802315,15.702095020123206,0.030871268068613462,2462.908921300314,0.43282459900442477,7749.666413163717,-299.18094,-27.814665,-40.538513,15.881673,-11.104092,33.196953,-19.290817,13.8374815,-10.677315,13.030435,-6.272119,26.641863,-11.487965,13.283926,-1.7264769,6.533114,-6.57235,18.974874,-13.381911,10.32639,-4.028563,15.388161,0.05484915,2.775883,-5.8162627,4.070868,-4.7560625,11.85202,-4.217105,6.702997,-4.6464157,6.5954094,-2.853157,5.6810117,-2.863007,1.3392806,-3.5505898,4.710283,-3.9802763,4.112318,id21062025004013
0.543491,15.60663858185477,0.023130958421963013,2455.4894661777075,0.40919312643348627,7633.0266270068805,-258.14523,-31.972288,-47.70056,19.461527,-8.984113,31.997612,-10.376692,9.913408,-13.138403,15.457161,-0.7066852,17.929209,-10.3578415,12.981379,-7.3987694,9.798373,-5.665702,17.202513,-18.847853,9.461401,-5.4325438,5.133573,3.3268692,4.527723,-6.3218346,11.3985195,-5.781331,8.728491,-2.5016282,2.8493364,-4.3116217,5.2435775,-0.38447788,4.356476,-2.9341602,0.80089,-3.1574798,2.1515753,-2.840385,1.4858326,id21062025004014
0.5732874,16.00100997879442,0.02323183272538904,2469.935378104084,0.43631959192961167,7797.946374393204,-302.56027,-29.619415,-39.327034,16.683704,-11.151652,32.639256,-20.409561,12.893636,-10.413349,13.364058,-5.256848,28.47699,-11.953077,13.0641165,-1.8772272,8.484212,-5.29415,18.466307,-13.750192,11.270327,-3.259272,17.566797,0.13189656,2.0485566,-5.715752,5.1230035,-4.6478877,10.617199,-3.4088743,7.7932057,-5.095142,6.922679,-3.5591588,6.539251,-3.1077092,0.9566029,-4.5609417,4.0042343,-3.401781,4.3509684,id21062025004015
0.581056,15.951581456845098,0.026103846142667884,2447.6430158131243,0.4356988870872642,7734.482790389151,-301.9477,-29.599007,-40.414467,16.863077,-11.930259,33.444492,-20.327122,13.636159,-10.554045,12.933509,-5.5766797,28.123121,-10.538667,14.258352,-1.6381176,6.7131424,-6.215525,19.462442,-13.4893465,11.33319,-3.2054362,16.26183,-0.8044625,1.6188192,-5.5699296,4.837589,-4.975871,11.175997,-3.8822594,7.5203047,-5.3180537,6.254804,-2.8332908,6.397406,-3.8377202,1.2982126,-3.5054321,4.8351254,-3.735204,4.3426075,id21062025004017
0.58910275,15.953802382652134,0.019124980560604226,2481.9243197195474,0.4272541645144628,7761.207063533057,-294.28564,-26.13239,-40.65846,15.313949,-11.310142,32.756023,-19.16706,13.42916,-12.822346,11.452339,-7.160027,26.472229,-11.29604,13.413107,-2.376354,7.7529593,-6.8194456,18.108732,-13.394088,11.335653,-2.7935405,15.003702,-0.49625057,2.7508268,-4.7141395,4.9064918,-4.2730813,11.012432,-4.6704855,7.2993865,-4.8582845,5.8592477,-3.545401,6.3633857,-2.62216,1.8463292,-3.5790505,4.3304257,-3.091707,2.7156377,id21062025004019
0.54610723,15.634780998290731,0.02424343300026986,2451.380006204548,0.4202354501146789,7734.963625286698,-256.07224,-34.194584,-48.753952,18.017326,-10.615076,29.09733,-12.079019,8.42268,-13.635227,15.560879,-0.6982059,17.435568,-11.843397,12.267281,-7.284298,12.034293,-6.1024094,16.558424,-18.250948,10.919458,-4.234145,5.288482,2.7133453,5.3185897,-4.808401,11.008926,-6.2241125,8.7692,-2.3733478,4.038254,-4.4988785,5.633134,-0.10019057,4.1082244,-2.30272,1.5754755,-2.6264908,2.440622,-3.4318173,0.91866475,id21062025004022
0.60955495,15.870472177234983,0.026420451993225114,2482.5305427671997,0.42378059319690264,7700.120990044248,-290.9329,-21.689163,-38.680016,16.124884,-12.808998,31.23234,-20.588573,13.744296,-11.589112,13.088917,-6.082932,27.089378,-12.576145,12.561452,-2.5335345,6.444148,-6.9890885,18.300974,-12.340032,10.863662,-3.6695642,15.22733,-1.6531391,1.8805485,-7.1345434,4.279466,-4.2689505,11.204909,-4.0568457,8.121886,-5.140701,6.47404,-3.3486404,6.8700814,-2.5975904,1.7289075,-3.7212842,3.5276334,-4.2591977,4.0826054,id21062025004023
0.5551783,15.520711027207978,0.018119692642609188,2466.7257291337532,0.4118197166313559,7716.916048728814,-253.36034,-30.169922,-48.08999,16.595114,-12.003702,27.874098,-12.495167,7.839688,-14.165166,15.469946,-0.8427537,16.732588,-12.684646,11.928523,-7.1606164,11.424506,-5.715134,16.891878,-18.413214,11.032433,-3.9451935,4.46154,2.0953546,3.4832606,-7.1308713,11.44913,-5.5375996,7.847773,-2.2842011,4.560937,-4.861735,4.8316455,-0.43581793,3.4760358,-2.4449456,2.1048331,-1.9665136,1.6016544,-4.057298,1.5784135,id21062025004024
0.57319224,16.179307313024573,0.03227834597011627,2457.833115105031,0.43911803002450983,7795.863970588235,-306.75186,-32.15705,-39.996113,16.84692,-10.078961,34.17545,-20.23495,13.226296,-9.987498,13.309863,-5.0748644,28.697948,-11.469416,13.177263,-1.7120633,7.3221607,-5.285979,18.947859,-14.000328,9.594449,-2.8845563,16.797724,0.76307726,2.3296194,-4.7438784,4.803929,-3.816154,11.833153,-3.9844346,7.695977,-4.993646,7.327087,-2.895352,6.0893526,-4.1210427,0.6260362,-3.5403607,5.3535323,-3.193874,3.8794277,id21062025004025
0.553607,15.406302396947654,0.02440378353291167,2456.746300943437,0.41495361328125,7712.83447265625,-252.35254,-29.682058,-47.92779,17.10487,-11.501639,28.674162,-13.268591,7.7685237,-14.43434,14.438658,-1.1943886,16.8775,-12.409532,13.071853,-6.5552683,11.591477,-7.3298464,15.770291,-18.917658,10.852794,-3.960766,5.0384765,2.8078685,3.6328404,-5.298235,12.337071,-5.3244495,9.150235,-2.5829158,4.101179,-3.6766865,5.3148136,0.19810387,4.371488,-2.5368237,0.60835093,-2.8505912,2.0419571,-3.175707,1.2614522,id21062025004026
0.5915015,15.534252837397357,0.021988148635626655,2514.8720103483956,0.39723329286317566,7559.609243032095,-267.47177,-7.9485884,-38.56313,15.645874,-14.9778805,28.246433,-20.878222,12.875551,-15.804925,10.775595,-9.045022,22.929646,-12.9889145,12.599761,-5.3836617,5.4151363,-8.944608,15.349105,-13.436129,10.362366,-4.7207417,13.445017,-1.2278584,3.9390745,-4.698139,5.928947,-4.4059696,10.763039,-4.702292,7.253704,-4.4969964,5.9153423,-3.8235168,5.204911,-4.0436354,1.4274229,-4.1688867,3.4509854,-3.4603233,3.211449,id21062025004027
0.5511085,15.436465430407672,0.025527437331332767,2432.266138253996,0.41400874426605505,7676.883242545871,-258.0241,-34.097744,-49.478977,17.315464,-11.811667,28.947277,-12.46382,7.524786,-14.342364,15.43172,1.3538882,18.556381,-11.689766,13.525384,-5.2052507,11.749203,-4.915002,18.00524,-17.84608,11.982936,-3.6039655,4.419664,2.2561495,4.6276374,-5.3384495,11.697316,-6.483363,8.134721,-2.682906,3.8364627,-3.546249,5.050268,-0.01312794,3.8087943,-2.1956007,1.5605359,-2.8964648,1.1256678,-3.7798734,1.1718704,id21062025004030
0.57838726,16.013956756801875,0.016641075736395415,2462.2527721870433,0.437744140625,7786.8369140625,-306.66638,-30.963829,-40.422844,17.824387,-9.080717,33.449806,-20.5525,14.000828,-10.427664,13.202982,-5.560963,28.040615,-11.455591,13.679312,-1.3295147,8.061356,-5.901945,18.43937,-14.540805,11.261761,-2.9386444,16.225082,0.6590788,3.2467856,-5.6595654,3.9404492,-5.0912576,12.43281,-3.089325,8.324445,-4.7255063,5.7739997,-3.3916848,6.8191285,-3.3016572,1.1141324,-3.6556165,3.896277,-3.6055877,4.355661,id21062025004031
0.55109453,15.6711158808546,0.022903254978591615,2446.776211869534,0.41530064174107145,7710.809326171875,-259.26883,-34.21419,-49.86691,17.251232,-10.4339075,29.116224,-12.494148,8.121474,-14.471975,14.852179,-1.8045616,16.712526,-11.568771,12.009443,-6.5019794,12.758421,-4.656433,17.401989,-18.168518,9.949456,-4.0714126,5.003649,2.909869,5.1915536,-4.579049,12.504363,-5.6651387,8.766987,-1.4988085,5.1088715,-3.76433,4.767492,0.39442772,4.428388,-2.3037355,1.2554542,-3.0913892,1.7758827,-2.8597815,0.55580515,id21062025004032
0.5869542,15.837877912691294,0.029405527229159706,2464.418732976964,0.4377393535539216,7804.730583639706,-304.0119,-30.748676,-40.440895,16.99536,-9.880359,33.59752,-19.821932,14.20841,-10.439313,13.326275,-6.6017103,26.612041,-12.237573,13.467174,-2.3081598,6.676631,-6.8294773,18.479622,-15.012974,10.311349,-3.8181763,16.420273,0.18955164,1.5509229,-6.334934,4.330875,-4.598624,11.859824,-3.9450617,7.590031,-4.6838756,5.7428703,-4.095064,6.672749,-3.3794932,2.0692875,-3.0630066,4.979532,-2.662362,4.579933,id21062025004033
0.5435628,15.457398193254118,0.02346153072654517,2463.115716608925,0.409069133254717,7718.637603183963,-252.36952,-31.61253,-49.5985,16.245075,-12.254616,27.73497,-12.899621,7.311266,-14.455785,15.186488,-1.5684595,17.487097,-11.65505,13.251016,-6.6738195,12.249092,-5.8151526,16.204943,-18.061918,11.159267,-3.168411,6.2376914,3.098985,5.524228,-6.0551677,11.345543,-5.6074934,8.187166,-2.770139,3.0971415,-4.1431875,4.8296022,0.6846609,4.424068,-2.843726,1.5817543,-2.6025932,1.7130328,-2.7514062,1.0083561,id21062025004036
0.58825845,15.829647462598782,0.025981149483597313,2458.3449904956765,0.4288399174528302,7702.386129127359,-298.36655,-26.340889,-40.085598,16.512186,-12.428932,31.823996,-20.897495,14.1241255,-10.794906,14.0493765,-4.895481,25.387829,-13.264245,12.925622,-2.289459,7.1256967,-5.7841234,17.379349,-14.362276,10.998508,-3.4387162,16.213331,0.5878236,1.4524076,-6.409272,4.9234276,-6.290369,10.688246,-3.6993017,7.6115003,-5.7397256,6.1788135,-3.654468,5.175745,-3.0287044,1.7335284,-4.1538877,4.6464167,-2.4906712,4.585348,id21062025004037
0.5942129,15.930643243050433,0.022126412696618386,2459.863083478614,0.4329931208517699,7727.9426507190265,-299.23987,-27.639303,-40.191124,16.783602,-10.848544,33.285343,-19.591003,14.146508,-9.9615755,15.679216,-4.0838423,25.917545,-14.114244,12.194972,-3.3536088,6.037639,-6.8332734,17.154976,-15.646183,9.56129,-3.5153136,15.789674,1.0303806,2.9504905,-5.0983577,4.7960424,-5.4535685,11.018507,-4.2755423,7.037705,-6.327571,6.0370593,-3.142081,6.2837467,-2.6569858,1.778055,-3.11478,5.027276,-2.7967086,3.2092953,id21062025004039
0.55177385,15.608662180916424,0.019595191827861555,2456.623956999918,0.41774796195652175,7749.331691576087,-257.57013,-34.22914,-49.686153,17.049694,-10.309001,30.15341,-11.700136,8.751824,-13.2713375,15.387495,-0.8157953,18.057856,-12.494678,12.791242,-6.4057813,12.115519,-6.3085656,16.390388,-19.027847,10.318168,-3.1964583,4.8270307,2.0943315,3.937212,-5.9152613,11.951098,-5.10446,8.1635065,-2.71555,3.7304256,-4.736242,4.73435,0.7015944,4.360496,-2.351126,1.2594999,-3.8951697,1.6979102,-3.4504898,1.1862525,id21062025004040
0.57541376,15.856467871616424,0.019321902464707313,2471.4997296845427,0.43111202694954126,7734.173415997707,-297.5558,-25.870075,-39.25353,16.87402,-12.356813,31.34175,-20.788622,13.56131,-10.087575,13.90699,-5.636108,25.84702,-12.296078,12.942244,-2.8724809,6.6747413,-6.7848,18.205126,-15.03891,10.253238,-4.509919,16.198727,1.5223361,3.0399747,-5.3769794,4.5097384,-5.82309,10.213526,-3.871618,8.002654,-5.3854294,6.1036067,-3.5055885,6.4119983,-2.9532535,2.213734,-3.5451124,4.8218474,-2.9324362,3.892202,id21062025004041
0.5575856,15.249763490852537,0.01958167163557975,2463.7521199196767,0.4145236545138889,7718.45703125,-250.60576,-28.483086,-47.084522,16.29283,-12.5416565,28.278719,-12.900032,8.662059,-14.120101,14.345468,-2.0396776,16.023603,-13.043707,13.749649,-4.928211,10.783403,-7.4361467,15.978324,-18.784502,10.619092,-4.1014447,3.7158976,0.69923013,2.5073256,-6.7241006,11.617434,-5.3529243,7.12168,-2.5985875,2.786066,-5.0370536,5.2446094,0.5563093,5.6218433,-2.0164425,1.1130717,-3.9846523,1.8892238,-3.4055395,1.290948,id21062025004042
0.56929535,15.93408722077867,0.0202745007103273,2459.9231320253602,0.4351692199707031,7763.729095458984,-299.18964,-29.103117,-39.896557,16.247978,-10.934344,33.062122,-20.39048,13.71371,-10.079815,14.482453,-4.2711887,26.420326,-13.025293,12.855219,-2.9285297,5.769298,-5.4832435,17.802235,-16.129993,9.296802,-4.4457407,14.453091,0.13480476,1.698839,-5.6616592,4.5914536,-5.295004,11.546673,-2.6489015,8.200237,-5.2849827,6.340461,-3.7094307,5.992734,-3.1842637,1.0943961,-3.765771,4.7741303,-2.3668976,3.593026,id21062025004043
0.5461853,15.567156459262803,0.024212387168824255,2460.027722019919,0.4120161576704545,7758.608842329545,-256.56836,-32.264393,-48.25299,16.982891,-11.451409,29.005249,-12.099937,6.9613886,-14.78666,14.881969,-1.1242318,17.016773,-13.719637,12.1398735,-7.158078,11.223903,-5.951078,15.988473,-18.916166,11.702943,-3.8285682,4.0893817,2.591195,4.896423,-6.327895,11.534793,-4.460158,8.933953,-1.2845832,3.8220174,-3.8326552,4.866673,-0.30894145,3.89388,-2.2705216,1.9335344,-2.870853,1.5283035,-3.125732,0.6238453,id21062025004047
0.5362637,15.67207844163108,0.02291604047424767,2445.6532101975363,0.41325878042035397,7723.36922704646,-256.38254,-32.500435,-48.34797,17.580929,-12.403612,28.39897,-12.995339,7.170312,-14.653803,15.006842,-0.786263,18.863089,-11.902799,13.67348,-5.964538,10.993757,-5.989444,16.640736,-19.47399,10.967105,-3.5493736,4.620264,1.8844872,4.6016994,-5.954403,11.788851,-5.7670846,8.355108,-1.8450667,4.250301,-2.8157167,5.1544795,-0.2762793,3.5020115,-2.9225492,1.6770588,-3.1811478,1.9405938,-3.313192,0.47977853,id21062025004048
0.5727094,15.796465988163689,0.01955623832027763,2461.6281447189976,0.42715018136160715,7720.42236328125,-294.66315,-24.989637,-39.06504,17.260023,-12.1063385,33.066914,-19.998827,14.004792,-11.343359,12.999434,-6.157531,25.931332,-12.153636,14.3165045,-3.2269351,5.7979345,-7.6321325,16.685507,-15.071404,9.801086,-3.384538,15.006703,0.8029127,2.712956,-6.147123,4.437814,-5.5090194,10.972909,-4.2100825,7.708728,-5.2986426,6.107971,-3.0634701,5.1742067,-3.8735423,1.8764559,-3.6757143,4.3838644,-2.881576,4.0802817,id21062025004049
0.58757585,15.906347544535985,0.022728737798747845,2462.8280548696603,0.4320746527777778,7758.578725961538,-297.64777,-27.846981,-40.76432,14.489095,-13.370814,32.752357,-19.20872,15.228061,-9.033778,14.138895,-5.412493,26.335546,-12.423937,13.145372,-3.10096,7.101122,-5.916123,17.335052,-14.238097,10.321065,-4.367629,13.753212,-1.1212701,1.2505506,-6.9819903,4.2374706,-5.19927,11.329034,-3.8411527,7.4655485,-5.1104364,7.1160617,-2.0224931,6.024365,-3.7717478,0.8874943,-3.4759178,4.398839,-2.6402867,4.4506803,id21062025004051
0.55717903,15.47049285697961,0.020941135073477123,2488.098452087187,0.4038278680098684,7620.487253289473,-242.47018,-18.824112,-43.504677,17.551561,-13.749113,27.99205,-11.558084,9.021724,-14.939122,12.292287,-4.502881,14.854638,-13.504399,12.226015,-7.5755053,9.460997,-7.264545,15.579789,-19.629152,9.136283,-6.142852,2.4810016,-0.3618237,2.1740787,-6.908889,11.214297,-5.058844,7.7350593,-2.3724265,4.4574594,-4.110391,5.681604,1.3386837,5.0603414,-2.299968,1.7462094,-3.4697266,2.5259109,-3.258332,1.559436,id21062025004052
0.57720345,15.96330367307351,0.020965399598315025,2457.8450812422166,0.43980125144675924,7824.129231770833,-305.70114,-31.934189,-40.068512,15.789305,-10.60924,34.43227,-19.054274,13.493939,-10.443116,13.152765,-6.34421,26.329668,-12.027136,13.200128,-2.2189722,7.0691414,-5.626086,18.781345,-15.659673,9.588691,-3.8752728,15.737705,0.6177356,2.617441,-5.2496467,5.329077,-5.1300864,11.56034,-2.5962713,8.067891,-5.5963163,6.7766504,-3.28297,6.2470026,-2.9918873,1.3722895,-3.9853535,4.740887,-2.09287,4.502613,id21062025004053
